B73	B73	100.000	262967	0	0	1	262967	1	262967	0.0	4.856e+05
B73	B73	99.991	31673	2	1	135961	167633	104296	135967	0.0	58471
B73	B73	99.991	31673	2	1	104296	135967	135961	167633	0.0	58471
B73	B73	89.300	6729	594	87	182489	189140	46110	52789	0.0	8322
B73	B73	89.300	6729	594	86	46110	52789	182489	189140	0.0	8322
B73	B73	99.269	3282	20	3	85806	89084	76869	80149	0.0	5925
B73	B73	99.269	3282	20	3	76869	80149	85806	89084	0.0	5925
B73	B73	99.373	1753	9	2	229351	231102	224799	226550	0.0	3175
B73	B73	99.373	1753	9	2	224799	226550	229351	231102	0.0	3175
B73	B73	99.819	1654	2	1	235082	236734	226548	228201	0.0	3037
B73	B73	99.819	1654	2	1	226548	228201	235082	236734	0.0	3037
B73	B73	96.423	1789	59	4	69184	70970	56829	58614	0.0	2944
B73	B73	96.423	1789	59	4	56829	58614	69184	70970	0.0	2944
B73	B73	93.805	1372	69	15	235338	236705	94734	96093	0.0	2049
B73	B73	93.805	1372	69	15	94734	96093	235338	236705	0.0	2049
B73	B73	93.591	1373	71	16	226804	228172	94734	96093	0.0	2032
B73	B73	93.591	1373	71	16	94734	96093	226804	228172	0.0	2032
B73	B73	98.585	1060	14	1	171364	172423	134064	135122	0.0	1873
B73	B73	98.585	1060	14	1	171364	172423	165730	166788	0.0	1873
B73	B73	98.585	1060	14	1	134064	135122	171364	172423	0.0	1873
B73	B73	98.585	1060	14	1	165730	166788	171364	172423	0.0	1873
B73	B73	94.620	1078	57	1	54127	55204	46110	47186	0.0	1668
B73	B73	94.620	1078	57	1	46110	47186	54127	55204	0.0	1668
B73	B73	91.174	1235	47	6	203694	204907	182341	183534	0.0	1620
B73	B73	91.174	1235	47	6	182341	183534	203694	204907	0.0	1620
B73	B73	93.222	959	41	9	239359	240314	215687	216624	0.0	1389
B73	B73	93.222	959	41	9	215687	216624	239359	240314	0.0	1389
B73	B73	91.354	960	46	13	201578	202509	189631	190581	0.0	1279
B73	B73	91.354	960	46	13	189631	190581	201578	202509	0.0	1279
B73	B73	94.754	629	33	0	236735	237363	193447	192819	0.0	979
B73	B73	94.754	629	33	0	192819	193447	237363	236735	0.0	979
B73	B73	95.723	491	17	2	57625	58115	57571	58057	0.0	787
B73	B73	95.723	491	17	2	57571	58057	57625	58115	0.0	787
B73	B73	94.411	501	21	6	69972	70470	69918	70413	0.0	763
B73	B73	94.411	501	21	6	69918	70413	69972	70470	0.0	763
B73	B73	94.200	500	24	3	69972	70470	57562	58057	0.0	758
B73	B73	94.200	500	24	3	57562	58057	69972	70470	0.0	758
B73	B73	93.873	457	23	3	57660	58115	57548	58000	0.0	684
B73	B73	93.873	457	23	3	57548	58000	57660	58115	0.0	684
B73	B73	93.086	405	27	1	170719	171123	169457	169054	1.23e-166	592
B73	B73	92.162	421	30	3	169054	169472	171123	170704	1.23e-166	592
B73	B73	93.000	400	23	3	57717	58115	57548	57943	9.59e-163	579
B73	B73	93.000	400	23	3	57548	57943	57717	58115	9.59e-163	579
B73	B73	91.980	399	28	3	70073	70470	57548	57943	4.50e-156	556
B73	B73	91.980	399	28	3	57548	57943	70073	70470	4.50e-156	556
B73	B73	91.771	401	26	6	69904	70299	57717	58115	2.09e-154	551
B73	B73	91.771	401	26	6	57717	58115	69904	70299	2.09e-154	551
B73	B73	92.420	343	21	3	57774	58115	57548	57886	2.15e-134	484
B73	B73	92.420	343	21	3	57548	57886	57774	58115	2.15e-134	484
B73	B73	92.105	342	23	3	70130	70470	57548	57886	1.00e-132	479
B73	B73	92.105	342	23	3	57548	57886	70130	70470	1.00e-132	479
B73	Tx303	99.979	99514	8	11	110025	209531	116958	216465	0.0	1.836e+05
B73	Tx303	99.643	53493	66	48	209524	262967	217025	270441	0.0	97609
B73	Tx303	99.991	31673	2	1	104296	135967	142891	174563	0.0	58471
B73	Tx303	99.826	31553	34	14	70073	101615	82107	113648	0.0	57943
B73	Tx303	99.984	30604	3	1	1	30602	1	30604	0.0	56486
B73	Tx303	99.961	25946	1	9	141691	167633	116958	142897	0.0	47849
B73	Tx303	98.706	24119	251	22	39864	63949	52102	76192	0.0	42754
B73	Tx303	97.998	6393	124	3	63911	70299	76112	82504	0.0	11093
B73	Tx303	89.333	6731	587	87	182489	189140	58359	65037	0.0	8331
B73	Tx303	89.300	6729	594	86	46110	52789	189423	196074	0.0	8322
B73	Tx303	99.269	3282	20	3	85806	89084	88902	92182	0.0	5925
B73	Tx303	99.269	3282	20	3	76869	80149	97839	101117	0.0	5925
B73	Tx303	99.430	1753	8	2	229351	231102	232300	234051	0.0	3181
B73	Tx303	99.373	1753	9	2	224799	226550	236852	238603	0.0	3175
B73	Tx303	99.819	1654	2	1	235082	236734	234049	235702	0.0	3037
B73	Tx303	99.819	1654	2	1	226548	228201	242587	244239	0.0	3037
B73	Tx303	96.700	1788	56	2	69184	70970	69079	70864	0.0	2972
B73	Tx303	93.805	1372	69	15	235338	236705	106767	108126	0.0	2049
B73	Tx303	93.805	1372	69	15	94734	96093	242843	244210	0.0	2049
B73	Tx303	93.591	1373	71	16	226804	228172	106767	108126	0.0	2032
B73	Tx303	93.591	1373	71	16	94734	96093	234305	235673	0.0	2032
B73	Tx303	95.816	1171	34	8	38705	39870	50840	52000	0.0	1877
B73	Tx303	98.585	1060	14	1	171364	172423	140994	142052	0.0	1873
B73	Tx303	98.585	1060	14	1	171364	172423	172660	173718	0.0	1873
B73	Tx303	98.585	1060	14	1	134064	135122	178294	179353	0.0	1873
B73	Tx303	98.585	1060	14	1	165730	166788	178294	179353	0.0	1873
B73	Tx303	96.869	1118	32	2	56829	57943	81387	82504	0.0	1868
B73	Tx303	94.249	1078	61	1	46110	47186	66376	67453	0.0	1646
B73	Tx303	91.174	1235	47	6	203694	204907	189275	190468	0.0	1620
B73	Tx303	91.174	1235	47	6	182341	183534	210628	211841	0.0	1620
B73	Tx303	93.222	959	41	9	239359	240314	223188	224125	0.0	1389
B73	Tx303	93.222	959	41	9	215687	216624	246864	247819	0.0	1389
B73	Tx303	94.843	892	35	7	57729	58614	82120	83006	0.0	1382
B73	Tx303	91.458	960	45	13	201578	202509	196565	197515	0.0	1284
B73	Tx303	91.354	960	46	13	189631	190581	208512	209443	0.0	1279
B73	Tx303	94.754	629	33	0	236735	237363	200381	199753	0.0	979
B73	Tx303	94.754	629	33	0	192819	193447	244868	244240	0.0	979
B73	Tx303	95.112	491	20	2	57625	58115	69822	70308	0.0	771
B73	Tx303	94.898	490	22	1	57571	58057	69876	70365	0.0	763
B73	Tx303	93.400	500	28	3	69972	70470	69813	70308	0.0	736
B73	Tx303	94.253	435	21	2	57681	58115	69821	70251	0.0	662
B73	Tx303	93.086	405	27	1	170719	171123	176387	175984	1.23e-166	592
B73	Tx303	92.162	421	30	3	169054	169472	178053	177634	1.23e-166	592
B73	Tx303	94.211	380	15	5	57681	58057	82129	82504	4.46e-161	573
B73	Tx303	93.899	377	20	1	57570	57943	69989	70365	7.47e-159	566
B73	Tx303	92.765	387	24	2	57729	58115	69812	70194	4.50e-156	556
B73	Tx303	92.711	343	19	5	70130	70470	82107	82445	4.62e-136	490
B73	Tx303	92.442	344	19	6	57774	58115	82107	82445	2.15e-134	484
B73	Tx303	91.813	342	24	4	57548	57886	70025	70365	4.66e-131	473
B73	Tx303	91.988	337	23	2	57779	58115	69805	70137	6.03e-130	470
B73	Tx303	92.447	331	18	4	57562	57886	82175	82504	7.79e-129	466
B73	Tx303	91.667	336	25	2	70135	70470	69805	70137	1.01e-127	462
B73	Tx303	91.958	286	17	4	70187	70470	82107	82388	1.04e-107	396
B73	Tx303	90.526	285	23	2	57548	57829	70082	70365	4.86e-101	374
B73	Tx303	90.714	280	22	2	57836	58115	69805	70080	6.29e-100	370
B73	Tx303	89.238	223	20	2	57893	58115	69805	70023	1.41e-71	276
B73	Tx303	88.739	222	22	1	70249	70470	69805	70023	2.36e-69	268
B73	M37W	99.978	95143	17	3	135961	231102	106306	201445	0.0	1.756e+05
B73	M37W	99.962	34364	4	2	101612	135967	103615	137977	0.0	63378
B73	M37W	99.492	27372	79	27	70971	98304	51029	78378	0.0	49722
B73	M37W	99.672	14637	32	7	235082	249703	201443	216078	0.0	26749
B73	M37W	99.366	12309	49	21	30241	42539	35540	47829	0.0	22271
B73	M37W	92.624	10588	590	95	12081	22522	18452	28994	0.0	15049
B73	M37W	98.317	6060	75	13	250936	256991	217226	223262	0.0	10600
B73	M37W	98.725	5883	22	18	257098	262967	223349	229191	0.0	10399
B73	M37W	89.300	6729	594	86	46110	52789	152832	159483	0.0	8322
B73	M37W	99.618	3404	10	3	224799	228201	199694	203095	0.0	6211
B73	M37W	99.390	3281	17	2	76869	80149	65876	69153	0.0	5945
B73	M37W	99.148	3286	20	3	85806	89084	56934	60218	0.0	5906
B73	M37W	93.507	2911	157	20	9204	12085	2798	5705	0.0	4300
B73	M37W	97.682	2200	24	7	1	2176	1	2197	0.0	3755
B73	M37W	99.430	1753	8	2	229351	231102	195142	196893	0.0	3181
B73	M37W	99.819	1654	2	1	235082	236734	196891	198544	0.0	3037
B73	M37W	93.235	1552	78	11	26291	27819	33308	34855	0.0	2259
B73	M37W	93.878	1372	68	15	235338	236705	74804	76163	0.0	2054
B73	M37W	93.805	1372	69	15	94734	96093	201699	203066	0.0	2049
B73	M37W	93.664	1373	70	16	226804	228172	74804	76163	0.0	2037
B73	M37W	93.591	1373	71	16	94734	96093	197147	198515	0.0	2032
B73	M37W	97.766	1164	20	4	249702	250862	216049	217209	0.0	2001
B73	M37W	98.585	1060	14	1	171364	172423	136074	137132	0.0	1873
B73	M37W	98.585	1060	14	1	134064	135122	141708	142767	0.0	1873
B73	M37W	98.585	1060	14	1	165730	166788	141708	142767	0.0	1873
B73	M37W	91.174	1235	47	6	203694	204907	152684	153877	0.0	1620
B73	M37W	91.174	1235	47	6	182341	183534	174037	175250	0.0	1620
B73	M37W	97.346	942	6	5	98887	99816	79038	79972	0.0	1583
B73	M37W	93.222	959	41	9	239359	240314	186030	186967	0.0	1389
B73	M37W	93.222	959	41	9	215687	216624	205720	206675	0.0	1389
B73	M37W	91.458	960	45	13	201578	202509	159974	160924	0.0	1284
B73	M37W	91.354	960	46	13	189631	190581	171921	172852	0.0	1279
B73	M37W	94.754	629	33	0	236735	237363	163790	163162	0.0	979
B73	M37W	94.754	629	33	0	192819	193447	203724	203096	0.0	979
B73	M37W	99.214	509	1	2	98333	98840	78447	78953	0.0	915
B73	M37W	95.882	510	11	6	29689	30197	34866	35366	0.0	817
B73	M37W	93.086	405	27	1	170719	171123	139801	139398	1.23e-166	592
B73	M37W	92.162	421	30	3	169054	169472	141467	141048	1.23e-166	592
B73	Mo17	99.890	95155	48	39	135961	231102	142736	237846	0.0	1.751e+05
B73	Mo17	99.953	34360	2	5	101612	135967	140055	174404	0.0	63350
B73	Mo17	99.974	30604	3	3	1	30602	1	30601	0.0	56466
B73	Mo17	98.430	25279	280	73	38705	63949	50831	76026	0.0	44374
B73	Mo17	99.440	14634	41	11	235082	249703	237844	252448	0.0	26531
B73	Mo17	97.982	6393	121	5	63911	70299	75947	82335	0.0	11084
B73	Mo17	98.300	6060	76	13	250936	256991	253596	259632	0.0	10595
B73	Mo17	98.118	5898	31	33	257098	262967	259719	265564	0.0	10203
B73	Mo17	97.692	5502	80	17	96138	101615	126040	131518	0.0	9413
B73	Mo17	89.333	6731	587	87	182489	189140	58240	64918	0.0	8331
B73	Mo17	89.285	6729	595	86	46110	52789	189256	195907	0.0	8316
B73	Mo17	99.530	3403	14	2	224799	228201	236096	239496	0.0	6194
B73	Mo17	97.374	2437	42	14	70073	72497	81938	84364	0.0	4126
B73	Mo17	91.323	2962	205	21	73562	76480	85419	88371	0.0	3999
B73	Mo17	99.373	1753	8	3	229351	231102	231545	233295	0.0	3173
B73	Mo17	99.758	1655	2	2	235082	236734	233293	234947	0.0	3033
B73	Mo17	96.698	1787	47	10	69184	70970	68960	70734	0.0	2963
B73	Mo17	90.639	2190	154	33	78458	80614	99955	97784	0.0	2861
B73	Mo17	83.953	2798	401	38	83041	85826	97531	94770	0.0	2636
B73	Mo17	92.824	1700	106	15	78458	80150	93015	91325	0.0	2449
B73	Mo17	92.643	1699	106	17	87396	89084	93015	91326	0.0	2427
B73	Mo17	92.457	1697	107	18	87396	89084	99955	98272	0.0	2405
B73	Mo17	93.878	1372	68	15	94734	96093	238100	239467	0.0	2054
B73	Mo17	93.523	1374	71	17	94734	96093	233549	234918	0.0	2028
B73	Mo17	97.766	1164	20	4	249702	250862	252419	253579	0.0	2001
B73	Mo17	98.585	1060	14	1	171364	172423	172503	173561	0.0	1873
B73	Mo17	98.585	1060	14	1	134064	135122	178131	179190	0.0	1873
B73	Mo17	98.585	1060	14	1	165730	166788	178131	179190	0.0	1873
B73	Mo17	96.869	1118	32	2	56829	57943	81218	82335	0.0	1868
B73	Mo17	94.156	1078	62	1	46110	47186	66257	67334	0.0	1640
B73	Mo17	91.174	1235	47	6	203694	204907	189108	190301	0.0	1620
B73	Mo17	91.093	1235	48	6	182341	183534	210437	211650	0.0	1615
